"setNumber","setName","ageGroup","rating","themeGroup","theme","subtheme","pieces","minifigs","RRP","PPP","yearReleased","packaging","availability","instructions","setType"
"1056-1","Basic School Pack - Topical/Thematic work",NA,NA,"Educational","Dacta",NA,"809",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"1063-1","Community Workers",NA,NA,"Educational","Dacta","Town","115","24 (16 Unique to this set)",NA,NA,"1985",NA,NA,NA,"Normal"
"1065-1","House Accessories",NA,NA,"Educational","Dacta",NA,"184",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"1085-1","Large Baseplate 48 x 48",NA,NA,"Educational","Dacta",NA,"1",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"1087-1","6 Lego Baseplates 8 x 16 Green",NA,NA,"Educational","Dacta",NA,"6",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"1089-1","Lego Basic Figures",NA,NA,"Educational","Dacta",NA,"24","24 ",NA,NA,"1985",NA,NA,NA,"Normal"
"1512-2","Basic Set with Storage Case",NA,NA,"Basic","Basic","Universal Building Set","99","1 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1520-1","Basic Building Set with Storage Case",NA,NA,"Basic","Basic",NA,"210","1 ",NA,NA,"1985",NA,NA,NA,"Normal"
"1537-2","Rattle Round with Ball",NA,NA,"Pre-school","Duplo",NA,NA,NA,NA,NA,"1985","Polybag","Retail",NA,"Normal"
"1538-2","Building Bricks",NA,NA,"Pre-school","Duplo",NA,"10",NA,NA,NA,"1985","Polybag","Retail",NA,"Normal"
"1539-2","Building Bricks with Figure",NA,NA,"Pre-school","Duplo",NA,"10",NA,NA,NA,"1985","Polybag","Retail",NA,"Normal"
"1546-1","Aircraft",NA,NA,"Basic","Universal Building Set",NA,"26","1 (1 Unique to this set)",NA,NA,"1985","Polybag","Promotional",NA,"Normal"
"1548-2","Helicopter",NA,NA,"Basic","Basic",NA,"36",NA,NA,NA,"1985","Polybag","Promotional",NA,"Normal"
"1550-2","Basic Set",NA,NA,"Pre-school","Duplo",NA,"6",NA,NA,NA,"1985","Box","Retail",NA,"Normal"
"1551-1","Duck",NA,NA,"Basic","Basic",NA,"6",NA,"$0.40","6.7c","1985","Polybag","Retail - limited",NA,"Normal"
"1552-1","Maersk Truck and Trailer Unit",NA,NA,"Modern day","Town","Special","352","1 (1 Unique to this set)",NA,NA,"1985","Box","Promotional",NA,"Normal"
"1560-3","Basic Building Set",NA,NA,"Basic","Basic","Universal Building Set","27",NA,NA,NA,"1985","Box","Promotional",NA,"Normal"
"1562-2","Basic Building Set",NA,NA,"Basic","Basic",NA,"32",NA,NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1655-1","Viking Line Ferry",NA,NA,"Miscellaneous","Promotional","Ferries","176",NA,NA,NA,"1985","Box","Promotional",NA,"Normal"
"1957-1","Building Set with Storage Bunny",NA,NA,"Pre-school","Duplo",NA,"29","2 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"1958-2","Basic Model",NA,NA,"Pre-school","Duplo",NA,"5","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"1959-2","Basic Model",NA,NA,"Pre-school","Duplo",NA,"5","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"1960-2","Special Value Set",NA,NA,"Basic","Basic","Universal Building Set","96","1 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1961-1","Basic Set with Storage Case",NA,NA,"Basic","Basic",NA,NA,NA,NA,NA,"1985","Box","Retail",NA,"Normal"
"1962-1","Basic Building Set",NA,NA,"Basic","Basic",NA,"211","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"1964-1","Basic Building Set",NA,NA,"Basic","Basic",NA,"27",NA,NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1965-1","Building Set, Trial Size Offer",NA,NA,"Basic","Basic",NA,"32","1 ","$1.50","4.7c","1985",NA,NA,NA,"Normal"
"1966-1","Car Repair Shop",NA,"3.9","Modern day","Town","Special","296","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1967-2","Town Value Pack",NA,NA,"Modern day","Town","Bonus/Value Pack","149",NA,NA,NA,"1985","Box","Retail - limited",NA,"Collection"
"1968-1","(Unnamed)",NA,"3.8","Action/Adventure","Space","Classic","193","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1969-2","Space Value Pack",NA,NA,"Action/Adventure","Space","Bonus/Value Pack","151",NA,NA,NA,"1985","Box","Retail - limited",NA,"Collection"
"1972-1","Go-Kart",NA,"3.6","Technical","Technic",NA,"98",NA,NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1975-1","Combi Pack",NA,NA,"Pre-school","Duplo","Bonus/Value Pack",NA,NA,NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"1997-1","Town Value Pack",NA,NA,"Modern day","Town","Bonus/Value Pack","97",NA,NA,NA,"1985","Box","Retail - limited",NA,"Collection"
"1999-1","Space Value Pack",NA,NA,"Action/Adventure","Space","Bonus/Value Pack","84",NA,NA,NA,"1985","Box","Retail - limited",NA,"Collection"
"2033-1","Clown Shape Sorter",NA,NA,"Pre-school","Duplo","Baby","7",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"2301-1","Baseplates, Red",NA,NA,"Pre-school","Duplo",NA,"2",NA,"$5.00","250.0c","1985",NA,"Retail",NA,"Normal"
"2315-1","Pre-School Basic Building Set",NA,NA,"Pre-school","Duplo",NA,"6",NA,NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"2403-1","Fire Chief Building Set",NA,NA,"Pre-school","Duplo",NA,"4","1 (1 Unique to this set)",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"2412-1","Boat Yard Building Set",NA,NA,"Pre-school","Duplo",NA,"10","2 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"2610-1","Yellow Car",NA,NA,"Pre-school","Duplo",NA,"2","dupfig011 dupfig015 ",NA,NA,"1985",NA,NA,NA,"Normal"
"2611-1","Fire Engine",NA,NA,"Pre-school","Duplo",NA,"3","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2629-1","Tractor and Farm Machinery",NA,NA,"Pre-school","Duplo",NA,"7","4555pb221 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2631-1","Stunt Pilot and Plane",NA,NA,"Pre-school","Duplo",NA,"2","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2647-1","Farm Animals",NA,NA,"Pre-school","Duplo",NA,"17","4555pb162a ","$12.00","70.6c","1985",NA,NA,NA,"Normal"
"2655-1","Farm Set",NA,NA,"Pre-school","Duplo",NA,"54","1 ",NA,NA,"1985",NA,NA,NA,"Normal"
"3624-1","Flower Car",NA,NA,"Junior","Fabuland",NA,"19","4555pb086a ",NA,NA,"1985",NA,NA,NA,"Normal"
"3625-1","Sandy Seagull's Aeroplane",NA,NA,"Junior","Fabuland",NA,"8","1 ","$5.25","65.6c","1985",NA,NA,NA,"Normal"
"3631-1","The Fabuland Big Band Peter Pig and Gabriel Gorilla",NA,NA,"Junior","Fabuland",NA,"30","4555pb215 ","$5.25","17.5c","1985",NA,NA,NA,"Normal"
"3641-1","Car and Camper",NA,NA,"Junior","Fabuland",NA,"22","1 ","$6.55","29.8c","1985",NA,NA,NA,"Normal"
"3642-1","Fire Engine",NA,NA,"Junior","Fabuland",NA,"18","4555pb222 ",NA,NA,"1985",NA,NA,NA,"Normal"
"3643-1","Police Van",NA,NA,"Junior","Fabuland",NA,"9","2 ","$6.55","72.8c","1985",NA,NA,NA,"Normal"
"3660-1","Fisherman's Wharf",NA,NA,"Junior","Fabuland",NA,"25","4555pb221 4555pb222 ","$11.00","44.0c","1985",NA,NA,NA,"Normal"
"3673-1","Paddle Steamer",NA,NA,"Junior","Fabuland",NA,"61","1 ","$20.00","32.8c","1985",NA,NA,NA,"Normal"
"3681-1","Amusement Park",NA,NA,"Junior","Fabuland",NA,"99","fab3c ","$33.35","33.7c","1985",NA,NA,NA,"Normal"
"3714-1","Workman and Barrow",NA,NA,"Junior","Fabuland",NA,"6","1 ","$2.25","37.5c","1985",NA,NA,NA,"Normal"
"3715-1","Hannah's Flower Stand",NA,NA,"Junior","Fabuland",NA,"14","Fab4f ","$2.25","16.1c","1985",NA,NA,NA,"Normal"
"3716-1","Telephone",NA,NA,"Junior","Fabuland",NA,"8","2 ","$2.25","28.1c","1985",NA,NA,NA,"Normal"
"3717-1","Mouse in a Tub Fishing",NA,NA,"Junior","Fabuland",NA,"9","fab11d fab8e ",NA,NA,"1985",NA,NA,NA,"Normal"
"3792-1","Bedroom",NA,NA,"Junior","Fabuland",NA,"14","1 ","$3.35","23.9c","1985",NA,NA,NA,"Normal"
"3793-1","Boris Bulldog and Mailbox",NA,NA,"Junior","Fabuland",NA,"12","fab14a ",NA,NA,"1985",NA,NA,NA,"Normal"
"3794-1","Police Motorcycle",NA,NA,"Junior","Fabuland",NA,"14","1 ","$3.35","23.9c","1985",NA,NA,NA,"Normal"
"3795-1","Catherine Cat in her Kitchen",NA,NA,"Junior","Fabuland",NA,"28","fab2h ","$3.35","12.0c","1985",NA,NA,NA,"Normal"
"6011-1","Black Knight's Treasure",NA,"3.7","Historical","Castle","Black Falcons","25","2 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2412-1","Boat Yard Building Set",NA,NA,"Pre-school","Duplo",NA,"10","fab2b fab4b ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"2610-1","Yellow Car",NA,NA,"Pre-school","Duplo",NA,"2","1 (1 Unique to this set)",NA,NA,"1985",NA,NA,NA,"Normal"
"2611-1","Fire Engine",NA,NA,"Pre-school","Duplo",NA,"3","fab5d ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2629-1","Tractor and Farm Machinery",NA,NA,"Pre-school","Duplo",NA,"7","3 (3 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"2631-1","Stunt Pilot and Plane",NA,NA,"Pre-school","Duplo",NA,"2","fab12e fab8h ",NA,NA,"1985","Box","Retail",NA,"Normal"
"2647-1","Farm Animals",NA,NA,"Pre-school","Duplo",NA,"17","4 (1 Unique to this set)","$12.00","70.6c","1985",NA,NA,NA,"Normal"
"2655-1","Farm Set",NA,NA,"Pre-school","Duplo",NA,"54","fab12h fab3g fab5e fab8f ",NA,NA,"1985",NA,NA,NA,"Normal"
"3624-1","Flower Car",NA,NA,"Junior","Fabuland",NA,"19","1 (1 Unique to this set)",NA,NA,"1985",NA,NA,NA,"Normal"
"3625-1","Sandy Seagull's Aeroplane",NA,NA,"Junior","Fabuland",NA,"8","fab8i ","$5.25","65.6c","1985",NA,NA,NA,"Normal"
"3631-1","The Fabuland Big Band Peter Pig and Gabriel Gorilla",NA,NA,"Junior","Fabuland",NA,"30","1 ","$5.25","17.5c","1985",NA,NA,NA,"Normal"
"3641-1","Car and Camper",NA,NA,"Junior","Fabuland",NA,"22","fab6e ","$6.55","29.8c","1985",NA,NA,NA,"Normal"
"3642-1","Fire Engine",NA,NA,"Junior","Fabuland",NA,"18","1 ",NA,NA,"1985",NA,NA,NA,"Normal"
"3643-1","Police Van",NA,NA,"Junior","Fabuland",NA,"9","fab5e ","$6.55","72.8c","1985",NA,NA,NA,"Normal"
"3660-1","Fisherman's Wharf",NA,NA,"Junior","Fabuland",NA,"25","1 (1 Unique to this set)","$11.00","44.0c","1985",NA,NA,NA,"Normal"
"3673-1","Paddle Steamer",NA,NA,"Junior","Fabuland",NA,"61","fab9e ","$20.00","32.8c","1985",NA,NA,NA,"Normal"
"3681-1","Amusement Park",NA,NA,"Junior","Fabuland",NA,"99","1 ","$33.35","33.7c","1985",NA,NA,NA,"Normal"
"3714-1","Workman and Barrow",NA,NA,"Junior","Fabuland",NA,"6","fab7a ","$2.25","37.5c","1985",NA,NA,NA,"Normal"
"3715-1","Hannah's Flower Stand",NA,NA,"Junior","Fabuland",NA,"14","1 ","$2.25","16.1c","1985",NA,NA,NA,"Normal"
"3716-1","Telephone",NA,NA,"Junior","Fabuland",NA,"8","fab2c ","$2.25","28.1c","1985",NA,NA,NA,"Normal"
"3717-1","Mouse in a Tub Fishing",NA,NA,"Junior","Fabuland",NA,"9","1 ",NA,NA,"1985",NA,NA,NA,"Normal"
"3792-1","Bedroom",NA,NA,"Junior","Fabuland",NA,"14","fab2b ","$3.35","23.9c","1985",NA,NA,NA,"Normal"
"3793-1","Boris Bulldog and Mailbox",NA,NA,"Junior","Fabuland",NA,"12","1 ",NA,NA,"1985",NA,NA,NA,"Normal"
"3794-1","Police Motorcycle",NA,NA,"Junior","Fabuland",NA,"14","fab3g ","$3.35","23.9c","1985",NA,NA,NA,"Normal"
"3795-1","Catherine Cat in her Kitchen",NA,NA,"Junior","Fabuland",NA,"28","1 ","$3.35","12.0c","1985",NA,NA,NA,"Normal"
"6011-1","Black Knight's Treasure",NA,"3.7","Historical","Castle","Black Falcons","25","cas101a ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6055-1","Prisoner Convoy",NA,"4.1","Historical","Castle","Lion Knights","115","4 (3 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6102-1","Castle Mini-Figures",NA,"4.3","Historical","Castle","Accessories","36","cas093 cas111a cas189a cas222 ","$5.50","15.3c","1985","Box","Retail",NA,"Normal"
"6368-1","Jet Airliner",NA,"4.1","Modern day","Town","Flight","136","6 (2 Unique to this set)","$12.75","9.4c","1985","Box","Retail",NA,"Normal"
"6369-1","Auto Workshop",NA,"4.3","Modern day","Town","Shops and Services","134","cas005 cas098 cas101a cas108 cas113 cas113a ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6370-1","Weekend Home",NA,"4.3","Modern day","Town","Leisure","173","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6377-1","Delivery Center",NA,"4.1","Modern day","Town","Flight","305","air002 but003 ","$25.50","8.4c","1985","Box","Retail - limited",NA,"Normal"
"6385-1","Fire House-I",NA,"4.2","Modern day","Town","Fire","407","1 ","$43.00","10.6c","1985","Box","Retail",NA,"Normal"
"6392-1","Airport",NA,"4.5","Modern day","Town","Flight","530","ovr012 ","$52.75","10.0c","1985","Box","Retail",NA,"Normal"
"6601-1","Ice Cream Cart",NA,"4.2","Modern day","Town","Leisure","30","2 (2 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6603-1","Shovel Truck",NA,"3.4","Modern day","Town","Construction","27","hor010 hor012 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6604-1","Formula 1 Racer",NA,"3.1","Modern day","Town","Racing","31","4 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6631-1","Steam Shovel",NA,"3.7","Modern day","Town","Construction","47","air013 ovr001 ovr003 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6632-1","Tactical Patrol Truck",NA,"3.7","Modern day","Town","Police","44","3 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6633-1","Family Car",NA,NA,"Modern day","Town","Vehicles","40","firec001 firec018 hor007 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"6656-1","Tow Truck",NA,"3.8","Modern day","Town","Maintenance","53","8 (3 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6657-1","Fire Patrol Copter",NA,"3.7","Modern day","Town","Fire","66","air002 air003 air011 air012 cop001 hor002 trn069 zip005 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6682-1","Cement Mixer",NA,"4.0","Modern day","Town","Construction","90","1 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6688-1","Ambulance",NA,"3.6","Modern day","Town","Medical","72","chef012 ","$6.60","9.2c","1985","Box","Retail",NA,"Normal"
"6689-1","Post-Station",NA,"3.7","Modern day","Town","Postal","53","1 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6697-1","Rescue-I Helicopter",NA,"4.1","Modern day","Town","Emergency","82","hgh005 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"6805-1","Astro Dasher",NA,"3.8","Action/Adventure","Space","Classic","31","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6806-1","Surface Hopper",NA,"4.0","Action/Adventure","Space","Classic","23","pln051 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6807-1","Space Sledge with Astronaut and Robot",NA,NA,"Action/Adventure","Space","Classic","24","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6825-1","Cosmic Comet",NA,"4.0","Action/Adventure","Space","Classic","40","ovr007 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6826-1","Crater Crawler",NA,"3.9","Action/Adventure","Space","Classic","32","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6055-1","Prisoner Convoy",NA,"4.1","Historical","Castle","Lion Knights","115","cop001 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6102-1","Castle Mini-Figures",NA,"4.3","Historical","Castle","Accessories","36","1 (1 Unique to this set)","$5.50","15.3c","1985","Box","Retail",NA,"Normal"
"6368-1","Jet Airliner",NA,"4.1","Modern day","Town","Flight","136","ver001 ","$12.75","9.4c","1985","Box","Retail",NA,"Normal"
"6369-1","Auto Workshop",NA,"4.3","Modern day","Town","Shops and Services","134","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6370-1","Weekend Home",NA,"4.3","Modern day","Town","Leisure","173","trn025 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6377-1","Delivery Center",NA,"4.1","Modern day","Town","Flight","305","1 ","$25.50","8.4c","1985","Box","Retail - limited",NA,"Normal"
"6385-1","Fire House-I",NA,"4.2","Modern day","Town","Fire","407","firec005 ","$43.00","10.6c","1985","Box","Retail",NA,"Normal"
"6392-1","Airport",NA,"4.5","Modern day","Town","Flight","530","1 ","$52.75","10.0c","1985","Box","Retail",NA,"Normal"
"6601-1","Ice Cream Cart",NA,"4.2","Modern day","Town","Leisure","30","ovr007 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6603-1","Shovel Truck",NA,"3.4","Modern day","Town","Construction","27","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6604-1","Formula 1 Racer",NA,"3.1","Modern day","Town","Racing","31","doc005 pln075 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6631-1","Steam Shovel",NA,"3.7","Modern day","Town","Construction","47","2 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6632-1","Tactical Patrol Truck",NA,"3.7","Modern day","Town","Police","44","hor006 post001 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6633-1","Family Car",NA,NA,"Modern day","Town","Vehicles","40","2 (2 Unique to this set)",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"6656-1","Tow Truck",NA,"3.8","Modern day","Town","Maintenance","53","but017 but018 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6657-1","Fire Patrol Copter",NA,"3.7","Modern day","Town","Fire","66","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6682-1","Cement Mixer",NA,"4.0","Modern day","Town","Construction","90","sp004 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6688-1","Ambulance",NA,"3.6","Modern day","Town","Medical","72","1 ","$6.60","9.2c","1985","Box","Retail",NA,"Normal"
"6689-1","Post-Station",NA,"3.7","Modern day","Town","Postal","53","sp005 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6697-1","Rescue-I Helicopter",NA,"4.1","Modern day","Town","Emergency","82","2 ",NA,NA,"1985","Box","Retail - limited",NA,"Normal"
"6805-1","Astro Dasher",NA,"3.8","Action/Adventure","Space","Classic","31","sp007 sp077 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6806-1","Surface Hopper",NA,"4.0","Action/Adventure","Space","Classic","23","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6807-1","Space Sledge with Astronaut and Robot",NA,NA,"Action/Adventure","Space","Classic","24","sp006 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6825-1","Cosmic Comet",NA,"4.0","Action/Adventure","Space","Classic","40","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6826-1","Crater Crawler",NA,"3.9","Action/Adventure","Space","Classic","32","sp007 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6847-1","Space Dozer",NA,"3.9","Action/Adventure","Space","Classic","49","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6848-2","Inter-Planetary Shuttle",NA,NA,"Action/Adventure","Space","Classic","62","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6872-1","Xenon X-Craft",NA,"4.2","Action/Adventure","Space","Classic","74","2 (2 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6882-1","Walking Astro Grappler",NA,"3.8","Action/Adventure","Space","Classic","92","1 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"6891-1","Gamma V Laser Craft",NA,"4.4","Action/Adventure","Space","Classic","144","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6931-1","FX Star Patroller",NA,"4.4","Action/Adventure","Space","Classic","239","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"6952-1","Solar Power Transporter",NA,"4.4","Action/Adventure","Space","Classic","317","5 (2 Unique to this set)","$36.50","11.5c","1985","Box","Retail",NA,"Normal"
"7715-1","Push-Along Passenger Steam Train",NA,"4.3","Modern day","Trains","4.5/12V","449","5 ",NA,NA,"1985","Box","Retail",NA,"Normal"
"7722-1","Steam Cargo Train Set",NA,"4.4","Modern day","Trains","4.5/12V","495","3 ","$68.50","13.8c","1985","Box","Retail",NA,"Normal"
"7735-1","Freight Train Set",NA,"4.3","Modern day","Trains","4.5/12V","509","2 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"7745-1","High-Speed City Express Passenger Train Set",NA,"4.5","Modern day","Trains","4.5/12V","736","10 (1 Unique to this set)",NA,NA,"1985","Box","Retail",NA,"Normal"
"7817-1","Crane Wagon",NA,"3.9","Modern day","Trains","4.5/12V","147","1 ","$25.50","17.3c","1985","Box","Retail",NA,"Normal"
"7835-1","Road Crossing",NA,"4.3","Modern day","Trains","4.5/12V","129","1 ","$18.15","14.1c","1985","Box","Retail",NA,"Normal"
"70012-1","V-belts / Rubber Bands",NA,NA,"Miscellaneous","Service Packs","Technic","20",NA,NA,NA,"1985",NA,NA,"Yes","Normal"
"73129-1","Shock Absorbers",NA,NA,"Miscellaneous","Service Packs","Technic","4",NA,NA,NA,"1985",NA,NA,NA,"Normal"
"390-1","Helicopter",NA,NA,"Basic","Basic","Universal Building Set","24","1 (1 Unique to this set)",NA,NA,"1986","Box","Retail",NA,"Normal"
"391-2","Police Car",NA,NA,"Basic","Basic",NA,"21","1 (1 Unique to this set)",NA,NA,"1986",NA,NA,NA,"Normal"
"392-2","Fire Engine",NA,NA,"Basic","Basic",NA,"23","1 (1 Unique to this set)",NA,NA,"1986",NA,NA,NA,"Normal"
"393-2","Tow Truck",NA,NA,"Basic","Basic",NA,"29","1 (1 Unique to this set)",NA,NA,"1986",NA,NA,NA,"Normal"
"800-2","Extra Bricks Red",NA,NA,"Basic","Basic","Supplementaries","62",NA,"$4.75","7.7c","1986",NA,NA,NA,"Normal"
"801-2","Extra Bricks Blue",NA,NA,"Basic","Basic","Supplementaries","82",NA,"$4.75","5.8c","1986",NA,NA,NA,"Normal"
"802-2","Extra Bricks White",NA,NA,"Basic","Basic","Supplementaries","30",NA,"$4.75","15.8c","1986",NA,NA,NA,"Normal"
"803-1","Extra Bricks Yellow",NA,NA,"Basic","Basic","Supplementaries","62",NA,"$4.75","7.7c","1986",NA,NA,NA,"Normal"
"804-1","Extra Bricks Black",NA,NA,"Basic","Basic","Supplementaries","62",NA,"$4.75","7.7c","1986",NA,NA,NA,"Normal"
"805-1","Extra Bricks Grey",NA,NA,"Basic","Basic","Supplementaries","62",NA,"$4.75","7.7c","1986",NA,NA,NA,"Normal"
"806-1","Extra Plates Blue",NA,NA,"Basic","Basic","Supplementaries","42",NA,NA,NA,"1986",NA,NA,NA,"Normal"
"807-1","Extra Plates Red",NA,NA,"Basic","Basic","Supplementaries","42",NA,NA,NA,"1986",NA,NA,NA,"Normal"
"808-1","Wheels and Tyres",NA,NA,"Basic","Basic","Supplementaries","40",NA,NA,NA,"1986",NA,NA,NA,"Normal"
"809-1","Doors and Windows",NA,NA,"Basic","Basic","Supplementaries","38",NA,NA,NA,"1986",NA,NA,NA,"Normal"
"811-1","Red Roof Bricks, Steep Pitch",NA,NA,"Basic","Basic","Supplementaries","59",NA,NA,NA,"1986","Box","Retail",NA,"Normal"
"812-2","Red Roof Bricks, Shallow Pitch",NA,NA,"Basic","Basic","Supplementaries","60",NA,NA,NA,"1986","Box","Retail",NA,"Normal"
"813-1","Baseplate, Green",NA,NA,"Basic","Basic","Supplementaries","1",NA,"$4.50","450.0c","1986",NA,NA,NA,"Normal"
"814-1","Baseplates, Green, Red and Yellow",NA,NA,"Basic","Basic","Supplementaries","3",NA,"$3.90","130.0c","1986",NA,NA,NA,"Normal"
"815-1","Baseplate, Grey",NA,NA,"Basic","Basic","Supplementaries","1",NA,"$7.50","750.0c","1986","Shrink-wrapped","Retail",NA,"Normal"
"816-1","Lighting Bricks, 4.5V",NA,NA,"Basic","Basic","Supplementaries","18",NA,"$9.50","52.8c","1986",NA,NA,NA,"Normal"
"1000-1","Mosaic Set",NA,NA,"Educational","Dacta",NA,"191",NA,"$46.75","24.5c","1986",NA,NA,NA,"Normal"
"1014-2","Mosaic Set (Pets: dogs, cats, hens, rabbits)",NA,NA,"Educational","Dacta",NA,"80",NA,"$29.15","36.4c","1986",NA,NA,NA,"Normal"
"1019-1","Mosaic Set (Lion)",NA,NA,"Educational","Dacta",NA,"20",NA,"$8.25","41.3c","1986",NA,NA,NA,"Normal"
"1020-1","Basic Bricks - 90 elements",NA,NA,"Educational","Dacta",NA,"86",NA,NA,NA,"1986",NA,NA,NA,"Normal"
